"COUNTRY","Country","SEX","Sex","FIELD","Field of education","COUNTRY_ORIGIN","Country of origin","ISC11_LEVEL","Level of education","ISC11P_CAT","Category of education","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,42.622,,
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,0,,
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,5.663,,
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,5,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,8614,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,9873,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,16695,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,18223,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,8476,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,9097,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,16315,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,16911,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,126,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,49,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,376,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,105,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,12,,
"CRI","Costa Rica","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,4,,
"CRI","Costa Rica","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2,,
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F05","Natural sciences, mathematics and statistics","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,,"x","Data included in another category"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
"CRI","Costa Rica","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,,"M","Missing value; data cannot exist"
