"country","sex","field","level.of.education","year","percent","flags"
"Mexico","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.152,""
"Mexico","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.398,""
"Mexico","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,9.985,""
"Mexico","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,5.472,""
"Mexico","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.166,""
"Mexico","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.16,""
"Mexico","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,33.573,""
"Mexico","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,30.735,""
"Mexico","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,36.023,""
"Mexico","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,47.764,""
"Mexico","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.964,""
"Mexico","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,29.392,""
"Mexico","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.242,""
"Mexico","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.498,""
"Mexico","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,2.238,""
"Mexico","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,2.786,""
"Mexico","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.766,""
"Mexico","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.055,""
"Mexico","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.954,""
"Mexico","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.689,""
"Mexico","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.872,""
"Mexico","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,3.69,""
"Mexico","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.547,""
"Mexico","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.215,""
"Mexico","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.763,""
"Mexico","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.102,""
"Mexico","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,2.563,""
"Mexico","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,6.533,""
"Mexico","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.704,""
"Mexico","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.41,""
"Mexico","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.358,""
"Mexico","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.853,""
"Mexico","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.86,""
"Mexico","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.139,""
"Mexico","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.852,""
"Mexico","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.983,""
"Mexico","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.176,""
"Mexico","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.862,""
"Mexico","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,10.589,""
"Mexico","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,8.448,""
"Mexico","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.884,""
"Mexico","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.018,""
"Mexico","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.691,""
"Mexico","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.164,""
"Mexico","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.396,""
"Mexico","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.139,""
"Mexico","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.316,""
"Mexico","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.219,""
"Netherlands","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Netherlands","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Netherlands","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Netherlands","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Netherlands","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Netherlands","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Netherlands","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.329,""
"Netherlands","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.657,""
"Netherlands","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,13.263,""
"Netherlands","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,4.27,""
"Netherlands","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.551,""
"Netherlands","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.405,""
"Netherlands","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.026,""
"Netherlands","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.242,""
"Netherlands","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,9.782,""
"Netherlands","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,9.134,""
"Netherlands","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.432,""
"Netherlands","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.256,""
"Netherlands","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.446,""
"Netherlands","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.751,""
"Netherlands","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,21.317,""
"Netherlands","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,13.604,""
"Netherlands","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.082,""
"Netherlands","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.47,""
"Netherlands","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.425,""
"Netherlands","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,33.323,""
"Netherlands","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,27.479,""
"Netherlands","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,34.346,""
"Netherlands","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.388,""
"Netherlands","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.377,""
"Netherlands","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.472,""
"Netherlands","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.454,""
"Netherlands","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.039,""
"Netherlands","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,11.753,""
"Netherlands","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.269,""
"Netherlands","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,19.466,""
"Netherlands","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.443,""
"Netherlands","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.519,""
"Netherlands","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.086,""
"Netherlands","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,3.547,""
"Netherlands","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.923,""
"Netherlands","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.804,""
"Netherlands","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.801,""
"Netherlands","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.338,""
"Netherlands","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,4.273,""
"Netherlands","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,13.299,""
"Netherlands","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.684,""
"Netherlands","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.5,""
"Netherlands","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.942,""
"Netherlands","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.037,""
"Netherlands","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.526,""
"Netherlands","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.312,""
"Netherlands","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.74,""
"Netherlands","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.03,""
"Netherlands","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,27.12,""
"Netherlands","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.614,""
"Netherlands","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,13.123,""
"Netherlands","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,6.809,""
"Netherlands","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,43.931,""
"Netherlands","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,28.693,""
"Netherlands","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.996,""
"Netherlands","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.067,""
