"country","sex","field","level.of.education","year","percent","flags"
"Indonesia","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.532,""
"Indonesia","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.108,""
"Indonesia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.414,""
"Indonesia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.601,""
"Indonesia","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.267,""
"Indonesia","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,14.352,""
"Indonesia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,5.306,""
"Indonesia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.169,""
"Indonesia","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.934,""
"Indonesia","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Indonesia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Indonesia","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Indonesia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Indonesia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Indonesia","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Israel","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Israel","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Israel","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Israel","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Israel","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Israel","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Israel","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,23.22,""
"Israel","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.895,""
"Israel","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,26.949,""
"Israel","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,8.035,""
"Israel","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.662,""
"Israel","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.162,""
"Israel","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.021,""
"Israel","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.654,""
"Israel","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,7.153,""
"Israel","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.637,""
"Israel","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.785,""
"Israel","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.858,""
"Israel","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,25.71,""
"Israel","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.77,""
"Israel","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,14.366,""
"Israel","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,14.519,""
"Israel","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.038,""
"Israel","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.594,""
"Israel","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.899,""
"Israel","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.98,""
"Israel","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,25.368,""
"Israel","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,39.284,""
"Israel","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.958,""
"Israel","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.611,""
"Israel","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.743,""
"Israel","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.189,""
"Israel","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.951,""
"Israel","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.283,""
"Israel","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,39.348,""
"Israel","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,40.316,""
"Israel","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.487,""
"Israel","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.883,""
"Israel","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.426,""
"Israel","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.57,""
"Israel","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.91,""
"Israel","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.223,""
"Israel","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.4,""
"Israel","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.822,""
"Israel","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,1.945,""
"Israel","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,10.038,""
"Israel","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.8,""
"Israel","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.283,""
"Israel","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.35,""
"Israel","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.877,""
"Israel","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.453,""
"Israel","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.764,""
"Israel","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.513,""
"Israel","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.976,""
"Israel","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.17,""
"Israel","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.93,""
"Israel","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,18.391,""
"Israel","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,8.869,""
"Israel","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.985,""
"Israel","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.976,""
"Israel","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Israel","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Israel","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Israel","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Israel","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Israel","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Latvia","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Latvia","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Latvia","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Latvia","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Latvia","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Latvia","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Latvia","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.453,""
"Latvia","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.421,""
"Latvia","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,6.498,""
"Latvia","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,1.079,""
"Latvia","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.301,""
"Latvia","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.724,""
"Latvia","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.234,""
"Latvia","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.681,""
"Latvia","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,9.17,""
"Latvia","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.468,""
"Latvia","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.903,""
"Latvia","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Latvia","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.211,""
"Latvia","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.275,""
"Latvia","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,10.108,""
"Latvia","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,4.748,""
"Latvia","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.978,""
"Latvia","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.897,""
"Latvia","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,33.116,""
"Latvia","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.536,""
"Latvia","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,32.635,""
"Latvia","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,29.353,""
"Latvia","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.903,""
"Latvia","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,36.207,""
"Latvia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.303,""
"Latvia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.163,""
"Latvia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.404,""
"Latvia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.036,""
"Latvia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.978,""
"Latvia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.345,""
"Latvia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.456,""
"Latvia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.701,""
"Latvia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.383,""
"Latvia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,7.914,""
"Latvia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.226,""
"Latvia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.897,""
"Latvia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.41,""
"Latvia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,26.404,""
"Latvia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,5.018,""
"Latvia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,23.022,""
"Latvia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.129,""
"Latvia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,25.862,""
"Latvia","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.782,""
"Latvia","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.701,""
"Latvia","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.625,""
"Latvia","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.871,""
"Latvia","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.226,""
"Latvia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.724,""
"Latvia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.125,""
"Latvia","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.772,""
"Latvia","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,23.357,""
"Latvia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,15.755,""
"Latvia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.204,""
"Latvia","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.345,""
"Latvia","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.91,""
"Latvia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.346,""
"Latvia","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,4.801,""
"Latvia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,5.755,""
"Latvia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.151,""
"Latvia","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Lithuania","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Lithuania","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Lithuania","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0.122,""
"Lithuania","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0.222,""
"Lithuania","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Lithuania","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Lithuania","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.635,""
"Lithuania","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.587,""
"Lithuania","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,6.534,""
"Lithuania","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,2.369,""
"Lithuania","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.684,""
"Lithuania","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.878,""
"Lithuania","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.416,""
"Lithuania","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.754,""
"Lithuania","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,7.589,""
"Lithuania","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.514,""
"Lithuania","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.684,""
"Lithuania","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.072,""
"Lithuania","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.767,""
"Lithuania","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.193,""
"Lithuania","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,13.291,""
"Lithuania","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,8.993,""
"Lithuania","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.579,""
"Lithuania","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.194,""
"Lithuania","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,30.666,""
"Lithuania","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.933,""
"Lithuania","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,30.215,""
"Lithuania","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,24.833,""
"Lithuania","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.421,""
"Lithuania","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.755,""
"Lithuania","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.215,""
"Lithuania","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.587,""
"Lithuania","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.363,""
"Lithuania","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.514,""
"Lithuania","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,21.579,""
"Lithuania","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,30.216,""
"Lithuania","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.635,""
"Lithuania","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.489,""
"Lithuania","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.954,""
"Lithuania","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4.663,""
"Lithuania","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.632,""
"Lithuania","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.158,""
"Lithuania","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.026,""
"Lithuania","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,40.227,""
"Lithuania","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,6.981,""
"Lithuania","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,27.313,""
"Lithuania","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.263,""
"Lithuania","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,33.094,""
"Lithuania","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.837,""
"Lithuania","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.045,""
"Lithuania","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.699,""
"Lithuania","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.961,""
"Lithuania","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.842,""
"Lithuania","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.158,""
"Lithuania","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.154,""
"Lithuania","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.49,""
"Lithuania","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,27.07,""
"Lithuania","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,16.432,""
"Lithuania","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.316,""
"Lithuania","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.475,""
"Lithuania","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.647,""
"Lithuania","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.696,""
"Lithuania","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.183,""
"Lithuania","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.184,""
"Lithuania","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Lithuania","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Russia","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Russia","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Russia","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Russia","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Russia","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.864,""
"Russia","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.844,""
"Russia","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,9.33,""
"Russia","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,3.425,""
"Russia","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.448,""
"Russia","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.937,""
"Russia","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.937,""
"Russia","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,2.637,""
"Russia","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.302,""
"Russia","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.393,""
"Russia","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,6.941,""
"Russia","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,3.127,""
"Russia","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,32.489,""
"Russia","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,32.484,""
"Russia","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,41.745,""
"Russia","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,31.377,""
"Russia","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.963,""
"Russia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.434,""
"Russia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.079,""
"Russia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.269,""
"Russia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.238,""
"Russia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.066,""
"Russia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.541,""
"Russia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4.905,""
"Russia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.196,""
"Russia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,32.136,""
"Russia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,10.811,""
"Russia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,35.492,""
"Russia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.27,""
"Russia","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.375,""
"Russia","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.324,""
"Russia","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.715,""
"Russia","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.782,""
