"","country","sex","field.of.education","level.of.education","year","value","flag.codes","flags"
"9166","Russia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,NA,"x","Data included in another category"
"9167","Russia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"9168","Russia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,NA,"x","Data included in another category"
"9169","Russia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,NA,"x","Data included in another category"
"9170","Russia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,NA,"x","Data included in another category"
"9171","Russia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,NA,"x","Data included in another category"
"9172","Russia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"9173","Russia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,NA,"x","Data included in another category"
"9174","Russia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,NA,"x","Data included in another category"
"9175","Russia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,NA,"x","Data included in another category"
"9176","Russia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,NA,"x","Data included in another category"
"9177","Russia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"9178","Russia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,NA,"x","Data included in another category"
"9179","Russia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,NA,"x","Data included in another category"
"9180","Russia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,NA,"x","Data included in another category"
"9181","Russia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"x","Data included in another category"
"9182","Russia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"9183","Russia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,NA,"x","Data included in another category"
"9184","Russia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,NA,"x","Data included in another category"
"9185","Russia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,NA,"x","Data included in another category"
"9186","Russia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"x","Data included in another category"
"9187","Russia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,NA,"x","Data included in another category"
"9188","Russia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,NA,"x","Data included in another category"
"9189","Russia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,NA,"x","Data included in another category"
"9190","Russia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,NA,"x","Data included in another category"
"9191","Russia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,NA,"x","Data included in another category"
"9192","Russia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,NA,"x","Data included in another category"
"9193","Russia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,NA,"x","Data included in another category"
"9194","Russia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,NA,"x","Data included in another category"
"9195","Russia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,NA,"x","Data included in another category"
"9196","Russia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,NA,"x","Data included in another category"
"9197","Russia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,NA,"x","Data included in another category"
"9198","Russia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,NA,"x","Data included in another category"
"9199","Russia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,NA,"x","Data included in another category"
"9200","Russia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,NA,"x","Data included in another category"
"9201","Russia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,NA,"x","Data included in another category"
"9202","Russia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,NA,"x","Data included in another category"
"9203","Russia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,NA,"x","Data included in another category"
"9204","Russia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,NA,"x","Data included in another category"
"9205","Russia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,NA,"x","Data included in another category"
"9206","Russia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,NA,"x","Data included in another category"
"9207","Russia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"9208","Russia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,NA,"x","Data included in another category"
"9209","Russia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,NA,"x","Data included in another category"
"9210","Russia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,NA,"x","Data included in another category"
"9211","Russia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,NA,"x","Data included in another category"
"9212","Russia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"9213","Russia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,NA,"x","Data included in another category"
"9214","Russia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,NA,"x","Data included in another category"
"9215","Russia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,NA,"x","Data included in another category"
"9216","Russia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,NA,"x","Data included in another category"
"9217","Russia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"9218","Russia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,NA,"x","Data included in another category"
"9219","Russia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,NA,"x","Data included in another category"
"9220","Russia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,NA,"x","Data included in another category"
"9221","Russia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"x","Data included in another category"
"9222","Russia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"9223","Russia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,NA,"x","Data included in another category"
"9224","Russia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,NA,"x","Data included in another category"
"9225","Russia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,NA,"x","Data included in another category"
"9226","Russia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"x","Data included in another category"
"9227","Russia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,NA,"x","Data included in another category"
"9228","Russia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,NA,"x","Data included in another category"
"9229","Russia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,NA,"x","Data included in another category"
"9230","Russia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,NA,"x","Data included in another category"
"9231","Russia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2017,NA,"x","Data included in another category"
"9232","Russia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,NA,"x","Data included in another category"
"9233","Russia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,NA,"x","Data included in another category"
"9234","Russia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,NA,"x","Data included in another category"
"9235","Russia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,NA,"x","Data included in another category"
"9236","Russia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2017,NA,"x","Data included in another category"
"9237","Russia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,NA,"x","Data included in another category"
"9238","Russia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,NA,"x","Data included in another category"
"9239","Russia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,NA,"x","Data included in another category"
"9240","Russia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,NA,"x","Data included in another category"
"9241","Russia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,NA,"x","Data included in another category"
"9242","Russia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,NA,"x","Data included in another category"
"9243","Russia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,NA,"x","Data included in another category"
"9244","Russia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,NA,"x","Data included in another category"
"9245","Russia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,NA,"x","Data included in another category"
"9246","Russia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,NA,"x","Data included in another category"
"9247","Russia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"9248","Russia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,NA,"x","Data included in another category"
"9249","Russia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,NA,"x","Data included in another category"
"9250","Russia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,NA,"x","Data included in another category"
"9251","Russia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,NA,"x","Data included in another category"
"9252","Russia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,NA,"x","Data included in another category"
"9253","Russia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,NA,"x","Data included in another category"
"9254","Russia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,NA,"x","Data included in another category"
"9255","Russia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,NA,"x","Data included in another category"
"9256","Russia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,NA,"x","Data included in another category"
"9257","Russia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"9258","Russia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,NA,"x","Data included in another category"
"9259","Russia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,NA,"x","Data included in another category"
"9260","Russia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,NA,"x","Data included in another category"
"9261","Russia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"x","Data included in another category"
"9262","Russia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,NA,"x","Data included in another category"
"9263","Russia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,NA,"x","Data included in another category"
"9264","Russia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,NA,"x","Data included in another category"
"9265","Russia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,NA,"x","Data included in another category"
"9266","Russia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"x","Data included in another category"
"9267","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,3127,"",""
"9268","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,3398,"",""
"9269","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,3311,"",""
"9270","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,2865,"",""
"9271","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,2713.5,"",""
"9272","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,2074.5,"",""
"9273","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,2230,"",""
"9274","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,2231,"",""
"9275","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,1994,"",""
"9276","Slovenia","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,1890,"",""
"9277","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,1976,"",""
"9278","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,1932,"",""
"9279","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,1801,"",""
"9280","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,1691,"",""
"9281","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1637.5,"",""
"9282","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,1289.5,"",""
"9283","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,1333,"",""
"9284","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,1254,"",""
"9285","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,1197,"",""
"9286","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1190,"",""
"9287","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,653,"",""
"9288","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,709,"",""
"9289","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,812,"",""
"9290","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,808,"",""
"9291","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,794,"",""
"9292","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,372,"",""
"9293","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,373,"",""
"9294","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,455,"",""
"9295","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,469,"",""
"9296","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,458,"",""
"9297","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,275,"",""
"9298","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,528,"",""
"9299","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,516,"",""
"9300","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,225,"",""
"9301","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,161,"",""
"9302","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,270,"",""
"9303","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,372,"",""
"9304","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,394,"",""
"9305","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,230,"",""
"9306","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,174,"",""
"9307","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,678.5,"",""
"9308","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,688,"",""
"9309","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,543,"",""
"9310","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,501,"",""
"9311","Slovenia","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,512,"",""
"9312","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,3527.5,"",""
"9313","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,3261.5,"",""
"9314","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,3155,"",""
"9315","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,3128,"",""
"9316","Slovenia","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,3103.5,"",""
"9317","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,329.5,"",""
"9318","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,310,"",""
"9319","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,276,"",""
"9320","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,264,"",""
"9321","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,312,"",""
"9322","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,2013.5,"",""
"9323","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,1867.5,"",""
"9324","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,1783,"",""
"9325","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,1809,"",""
"9326","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1740.5,"",""
"9327","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,118,"",""
"9328","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,119,"",""
"9329","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,125,"",""
"9330","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,103,"",""
"9331","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,96,"",""
"9332","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,549,"",""
"9333","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,476,"",""
"9334","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,493,"",""
"9335","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,454,"",""
"9336","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,441,"",""
"9337","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,51,"",""
"9338","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,53,"",""
"9339","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,14,"",""
"9340","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,15,"",""
"9341","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17,"",""
"9342","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,138,"",""
"9343","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,119,"",""
"9344","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,62,"",""
"9345","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,89,"",""
"9346","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,83,"",""
"9347","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,4675,"",""
"9348","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,4613,"",""
"9349","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,4058,"",""
"9350","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,3840,"",""
"9351","Slovenia","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2017,3759.5,"",""
"9352","Slovenia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,13390.5,"",""
"9353","Slovenia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,12962,"",""
"9354","Slovenia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,11774,"",""
"9355","Slovenia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,11231,"",""
"9356","Slovenia","M","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2017,10975.5,"",""
"9357","Slovenia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,2128,"",""
"9358","Slovenia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,2107,"",""
"9359","Slovenia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,1907,"",""
"9360","Slovenia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,1764,"",""
"9361","Slovenia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1740.5,"",""
"9362","Slovenia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,6913.5,"",""
"9363","Slovenia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,6679,"",""
"9364","Slovenia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,5964,"",""
"9365","Slovenia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,5570,"",""
"9366","Slovenia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5237.5,"",""
"9367","Slovenia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,1383,"",""
"9368","Slovenia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,1263,"",""
"9369","Slovenia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,1267,"",""
"9370","Slovenia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,1246,"",""
"9371","Slovenia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,1191,"",""
"9372","Slovenia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2013,2552,"",""
"9373","Slovenia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2014,2288,"",""
"9374","Slovenia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2015,2223,"",""
"9375","Slovenia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2016,2152,"",""
"9376","Slovenia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,2140,"",""
"9377","Slovenia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,212,"",""
"9378","Slovenia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,202,"",""
"9379","Slovenia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,155,"",""
"9380","Slovenia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,149,"",""
"9381","Slovenia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,198,"",""
"9382","Slovenia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2013,491,"",""
"9383","Slovenia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2014,414,"",""
"9384","Slovenia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2015,316,"",""
"9385","Slovenia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,255,"",""
"9386","Slovenia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,345,"",""
"9387","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,98,"",""
"9388","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,97,"",""
"9389","Slovenia","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,100,"",""
