"","country","sex","field","level.of.education","year","percent","flags"
"3949","Russia","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.699,"Includes data from another category"
"3950","Russia","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3951","Russia","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3952","Russia","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.947,""
"3953","Russia","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.448,""
"3954","Russia","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.937,""
"3955","Russia","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,4.432,""
"3956","Russia","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.937,""
"3957","Russia","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,2.637,""
"3958","Russia","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.58,"Includes data from another category"
"3959","Russia","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3960","Russia","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3961","Russia","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.501,""
"3962","Russia","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.302,""
"3963","Russia","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.393,""
"3964","Russia","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,5.201,""
"3965","Russia","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,6.941,""
"3966","Russia","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,3.127,""
"3967","Russia","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.401,"Includes data from another category"
"3968","Russia","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3969","Russia","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3970","Russia","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,32.487,""
"3971","Russia","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,32.489,""
"3972","Russia","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,32.484,""
"3973","Russia","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,37.016,""
"3974","Russia","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,41.745,""
"3975","Russia","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,31.377,""
"3976","Russia","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.752,"Includes data from another category"
"3977","Russia","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3978","Russia","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3979","Russia","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.164,""
"3980","Russia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.963,""
"3981","Russia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.434,""
"3982","Russia","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.166,""
"3983","Russia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.079,""
"3984","Russia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.269,""
"3985","Russia","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.777,"Includes data from another category"
"3986","Russia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3987","Russia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3988","Russia","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.729,""
"3989","Russia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.238,""
"3990","Russia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.066,""
"3991","Russia","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,3.075,""
"3992","Russia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.541,""
"3993","Russia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4.905,""
"3994","Russia","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.006,"Includes data from another category"
"3995","Russia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3996","Russia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"3997","Russia","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.575,""
"3998","Russia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.196,""
"3999","Russia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,32.136,""
"4000","Russia","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,22.068,""
"4001","Russia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,10.811,""
"4002","Russia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,35.492,""
"4003","Russia","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.78,"Includes data from another category"
"4004","Russia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4005","Russia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4006","Russia","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.314,""
"4007","Russia","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.27,""
"4008","Russia","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.375,""
"4009","Russia","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.046,""
"4010","Russia","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.324,""
"4011","Russia","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.715,""
"4012","Russia","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.673,"Includes data from another category"
"4013","Russia","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4014","Russia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4015","Russia","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.226,""
"4016","Russia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.782,""
"4017","Russia","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.481,""
"4018","Russia","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,10.419,""
"4019","Russia","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,14.218,""
"4020","Russia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,5.89,""
"4021","Russia","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.705,"Includes data from another category"
"4022","Russia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4023","Russia","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4024","Russia","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.338,""
"4025","Russia","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.448,""
"4026","Russia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.852,""
"4027","Russia","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,5.94,""
"4028","Russia","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,4.076,""
"4029","Russia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,8.163,""
"4030","Russia","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.626,"Includes data from another category"
"4031","Russia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4032","Russia","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"4033","Slovenia","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"4034","Slovenia","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"4035","Slovenia","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"4036","Slovenia","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4037","Slovenia","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4038","Slovenia","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4039","Slovenia","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4040","Slovenia","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4041","Slovenia","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4042","Slovenia","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.958,""
"4043","Slovenia","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.185,""
"4044","Slovenia","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.149,""
"4045","Slovenia","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,14.799,""
"4046","Slovenia","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,20.183,""
"4047","Slovenia","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,4.387,""
"4048","Slovenia","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.502,""
"4049","Slovenia","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.285,""
"4050","Slovenia","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.866,""
"4051","Slovenia","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.393,""
"4052","Slovenia","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.062,""
"4053","Slovenia","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.58,""
"4054","Slovenia","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.729,""
"4055","Slovenia","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.953,""
"4056","Slovenia","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.296,""
"4057","Slovenia","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,21.206,""
"4058","Slovenia","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,27.236,""
"4059","Slovenia","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.672,""
"4060","Slovenia","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.958,""
"4061","Slovenia","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.822,""
"4062","Slovenia","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.503,""
"4063","Slovenia","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,12.109,""
"4064","Slovenia","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,14.054,""
"4065","Slovenia","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,8.348,""
"4066","Slovenia","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.475,""
"4067","Slovenia","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.878,""
"4068","Slovenia","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.104,""
"4069","Slovenia","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.136,""
"4070","Slovenia","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.51,""
"4071","Slovenia","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.505,""
"4072","Slovenia","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,23.208,""
"4073","Slovenia","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,23.394,""
"4074","Slovenia","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,22.849,""
"4075","Slovenia","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.533,""
"4076","Slovenia","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.35,""
"4077","Slovenia","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.701,""
"4078","Slovenia","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.897,""
"4079","Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.849,""
"4080","Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.977,""
"4081","Slovenia","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,6.506,""
"4082","Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,6.128,""
"4083","Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.236,""
"4084","Slovenia","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.23,""
"4085","Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.008,""
"4086","Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.433,""
"4087","Slovenia","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.777,""
"4088","Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.84,""
"4089","Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.725,""
"4090","Slovenia","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.389,""
"4091","Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.854,""
"4092","Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,5.356,""
"4093","Slovenia","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.307,""
"4094","Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4095","Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.343,""
"4096","Slovenia","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.073,""
"4097","Slovenia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.965,""
"4098","Slovenia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.737,""
"4099","Slovenia","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,13.517,""
"4100","Slovenia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,5.775,""
"4101","Slovenia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,28.49,""
"4102","Slovenia","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,24.319,""
"4103","Slovenia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.447,""
"4104","Slovenia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,32.463,""
"4105","Slovenia","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.11,""
"4106","Slovenia","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.824,""
"4107","Slovenia","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.592,""
"4108","Slovenia","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.874,""
"4109","Slovenia","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,3.064,""
"4110","Slovenia","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.507,""
"4111","Slovenia","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.389,""
"4112","Slovenia","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4113","Slovenia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.746,""
"4114","Slovenia","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.267,""
"4115","Slovenia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.951,""
"4116","Slovenia","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.058,""
"4117","Slovenia","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,15.537,""
"4118","Slovenia","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,17.325,""
"4119","Slovenia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,12.08,""
"4120","Slovenia","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,18.677,""
"4121","Slovenia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.171,""
"4122","Slovenia","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.552,""
"4123","Slovenia","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.431,""
"4124","Slovenia","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.991,""
"4125","Slovenia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.173,""
"4126","Slovenia","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,2.331,""
"4127","Slovenia","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,2.269,""
"4128","Slovenia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,2.45,""
"4129","Slovenia","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.362,""
"4130","Slovenia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.626,""
"4131","Slovenia","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.119,""
"4132","Saudi Arabia","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.759,""
"4133","Iceland","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.375,""
"4134","Saudi Arabia","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,43.305,""
"4135","Saudi Arabia","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.419,""
"4136","Saudi Arabia","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,21.096,""
"4137","Saudi Arabia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,33.789,""
"4138","Iceland","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.524,""
"4139","Iceland","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.489,""
"4140","Iceland","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.959,""
"4141","Saudi Arabia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4142","Saudi Arabia","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.24,""
"4143","Iceland","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.286,""
"4144","Saudi Arabia","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"4145","Saudi Arabia","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4146","Saudi Arabia","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.396,""
"4147","Saudi Arabia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.296,""
"4148","Saudi Arabia","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.085,""
"4149","Saudi Arabia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.709,""
"4150","Iceland","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.899,""
"4151","Iceland","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,8.932,""
"4152","Iceland","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.512,""
"4153","Saudi Arabia","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22.394,""
"4154","Iceland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,3.414,""
"4155","Iceland","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.04,""
"4156","Iceland","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.02,""
"4157","Iceland","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,11.674,""
"4158","Iceland","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.061,""
"4159","Iceland","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,36.123,""
"4160","Saudi Arabia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,27.35,""
"4161","Iceland","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.046,""
"4162","Saudi Arabia","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,39.316,""
"4163","Saudi Arabia","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.538,""
"4164","Iceland","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,34.375,""
"4165","Saudi Arabia","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.282,""
"4166","Saudi Arabia","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.132,""
"4167","Iceland","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4168","Saudi Arabia","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.204,""
"4169","Saudi Arabia","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.225,""
"4170","Saudi Arabia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.336,""
"4171","Saudi Arabia","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.052,""
"4172","Saudi Arabia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.808,""
"4173","Saudi Arabia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.276,""
"4174","Saudi Arabia","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.303,""
"4175","Saudi Arabia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4176","Iceland","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.456,""
"4177","Saudi Arabia","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.04,""
"4178","Saudi Arabia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.709,""
"4179","Iceland","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.298,""
"4180","Iceland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.326,""
"4181","Iceland","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4182","Iceland","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.762,""
"4183","Iceland","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,17.952,""
"4184","Iceland","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4185","Saudi Arabia","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.128,""
"4186","Saudi Arabia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.932,""
"4187","Iceland","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.11,""
"4188","Iceland","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"4189","Iceland","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"4190","Iceland","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.34,""
"4191","Iceland","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4192","Iceland","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.832,""
"4193","Iceland","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.628,""
"4194","Iceland","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"4195","Iceland","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.41,""
"4196","Iceland","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.582,""
